comentario,nota,responsavel,comentario_tokenizado
"Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava emitir boleto. Depois da atualização cartão virtual ficou mais simples. Consegui emitir boleto, mas depois apareceu erro em pagamentos.",0,Serviços,"['Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'emitir', 'boleto', '.', 'Depois', 'da', 'atualização', 'cartão', 'virtual', 'ficou', 'mais', 'simples', '.', 'Consegui', 'emitir', 'boleto', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'pagamentos', '.']"
"Recebi erro enquanto tentava emitir boleto. Consegui emitir boleto, mas depois apareceu erro em pagamentos. Tentei emitir boleto e API travou duas vezes. Depois da atualização API ficou mais simples. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. sitema msg",9,Suporte,"['Recebi', 'erro', 'enquanto', 'tentava', 'emitir', 'boleto', '.', 'Consegui', 'emitir', 'boleto', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'pagamentos', '.', 'Tentei', 'emitir', 'boleto', 'e', 'API', 'travou', 'duas', 'vezes', '.', 'Depois', 'da', 'atualização', 'API', 'ficou', 'mais', 'simples', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'sitema', 'msg']"
"O atendimento resolveu rápido a solicitação. Consegui consultar limite, mas depois apareceu erro em performance. As notificações chegaram atrasadas.",0,Suporte,"['O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Consegui', 'consultar', 'limite', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'performance', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.']"
"Consegui consultar saldo, mas depois apareceu erro em relatórios. O carregamento dos relatórios demorou. Tentei consultar saldo e dashboard travou duas vezes.",1,Suporte,"['Consegui', 'consultar', 'saldo', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'relatórios', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'Tentei', 'consultar', 'saldo', 'e', 'dashboard', 'travou', 'duas', 'vezes', '.']"
Recebi erro enquanto tentava atualizar cadastro. O carregamento dos relatórios demorou. Depois da atualização integração ficou mais simples. Tentei atualizar cadastro e integração travou duas vezes. demoro ploblema,7,Suporte,"['Recebi', 'erro', 'enquanto', 'tentava', 'atualizar', 'cadastro', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'Depois', 'da', 'atualização', 'integração', 'ficou', 'mais', 'simples', '.', 'Tentei', 'atualizar', 'cadastro', 'e', 'integração', 'travou', 'duas', 'vezes', '.', 'demoro', 'ploblema']"
"Consegui acompanhar pagamento, mas depois apareceu erro em limite. chat demorou para responder. Tentei acompanhar pagamento e chat travou duas vezes. Precisei repetir algumas etapas para concluir. Depois da atualização chat ficou mais simples. Recebi erro enquanto tentava acompanhar pagamento.",3,Serviços,"['Consegui', 'acompanhar', 'pagamento', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'limite', '.', 'chat', 'demorou', 'para', 'responder', '.', 'Tentei', 'acompanhar', 'pagamento', 'e', 'chat', 'travou', 'duas', 'vezes', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'Depois', 'da', 'atualização', 'chat', 'ficou', 'mais', 'simples', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'acompanhar', 'pagamento', '.']"
"Recebi erro enquanto tentava consultar limite. Consegui consultar limite, mas depois apareceu erro em integração. O carregamento dos relatórios demorou. Depois da atualização login ficou mais simples.",0,Serviços,"['Recebi', 'erro', 'enquanto', 'tentava', 'consultar', 'limite', '.', 'Consegui', 'consultar', 'limite', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'integração', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'Depois', 'da', 'atualização', 'login', 'ficou', 'mais', 'simples', '.']"
As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. Depois da atualização dashboard ficou mais simples. O carregamento dos relatórios demorou. Tentei acompanhar pagamento e dashboard travou duas vezes. O suporte pediu novamente as mesmas informações. travano,2,Suporte,"['As', 'notificações', 'chegaram', 'atrasadas', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Depois', 'da', 'atualização', 'dashboard', 'ficou', 'mais', 'simples', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'Tentei', 'acompanhar', 'pagamento', 'e', 'dashboard', 'travou', 'duas', 'vezes', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'travano']"
O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação.,1,Geral,"['O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.']"
pagamentos demorou para responder. Recebi erro enquanto tentava emitir boleto. Precisei repetir algumas etapas para concluir. platafroma atendimnto,5,Produto,"['pagamentos', 'demorou', 'para', 'responder', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'emitir', 'boleto', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'platafroma', 'atendimnto']"
Depois da atualização integração ficou mais simples. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava baixar relatório. Tentei baixar relatório e integração travou duas vezes. ploblema demoro qdo,8,Produto,"['Depois', 'da', 'atualização', 'integração', 'ficou', 'mais', 'simples', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'baixar', 'relatório', '.', 'Tentei', 'baixar', 'relatório', 'e', 'integração', 'travou', 'duas', 'vezes', '.', 'ploblema', 'demoro', 'qdo']"
O carregamento dos relatórios demorou. Tentei integrar sistema e performance travou duas vezes. O suporte pediu novamente as mesmas informações. performance demorou para responder. Recebi erro enquanto tentava integrar sistema. platafroma naum,5,Suporte,"['O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'Tentei', 'integrar', 'sistema', 'e', 'performance', 'travou', 'duas', 'vezes', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'performance', 'demorou', 'para', 'responder', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'integrar', 'sistema', '.', 'platafroma', 'naum']"
Normal.,3,Serviços,"['Normal', '.']"
"Consegui acompanhar pagamento, mas depois apareceu erro em onboarding. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação.",2,Geral,"['Consegui', 'acompanhar', 'pagamento', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'onboarding', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.']"
"Recebi erro enquanto tentava emitir boleto. Consegui emitir boleto, mas depois apareceu erro em onboarding.",1,Pós-venda,"['Recebi', 'erro', 'enquanto', 'tentava', 'emitir', 'boleto', '.', 'Consegui', 'emitir', 'boleto', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'onboarding', '.']"
Achei estranho.,2,Produto,"['Achei', 'estranho', '.']"
Tudo certo.,7,Suporte,"['Tudo', 'certo', '.']"
"O atendimento resolveu rápido a solicitação. Consegui consultar limite, mas depois apareceu erro em cadastro. cartão virtual demorou para responder. msg qdo",6,Geral,"['O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Consegui', 'consultar', 'limite', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'cadastro', '.', 'cartão', 'virtual', 'demorou', 'para', 'responder', '.', 'msg', 'qdo']"
"Depois da atualização pagamentos ficou mais simples. Tentei consultar limite e pagamentos travou duas vezes. Recebi erro enquanto tentava consultar limite. pagamentos demorou para responder. Consegui consultar limite, mas depois apareceu erro em limite. Precisei repetir algumas etapas para concluir.",9,Serviços,"['Depois', 'da', 'atualização', 'pagamentos', 'ficou', 'mais', 'simples', '.', 'Tentei', 'consultar', 'limite', 'e', 'pagamentos', 'travou', 'duas', 'vezes', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'consultar', 'limite', '.', 'pagamentos', 'demorou', 'para', 'responder', '.', 'Consegui', 'consultar', 'limite', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'limite', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.']"
O atendimento resolveu rápido a solicitação. Depois da atualização integração ficou mais simples. O carregamento dos relatórios demorou. integração demorou para responder. O suporte pediu novamente as mesmas informações.,8,Serviços,"['O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Depois', 'da', 'atualização', 'integração', 'ficou', 'mais', 'simples', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'integração', 'demorou', 'para', 'responder', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.']"
Nada a declarar.,2,Produto,"['Nada', 'a', 'declarar', '.']"
Sem opinião.,4,Suporte,"['Sem', 'opinião', '.']"
O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Tentei acompanhar pagamento e API travou duas vezes.,9,Produto,"['O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'Tentei', 'acompanhar', 'pagamento', 'e', 'API', 'travou', 'duas', 'vezes', '.']"
"integração demorou para responder. Consegui integrar sistema, mas depois apareceu erro em cartão virtual. O atendimento resolveu rápido a solicitação.",9,Pós-venda,"['integração', 'demorou', 'para', 'responder', '.', 'Consegui', 'integrar', 'sistema', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'cartão', 'virtual', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.']"
Achei estranho.,9,Serviços,"['Achei', 'estranho', '.']"
O suporte pediu novamente as mesmas informações. notificações demorou para responder. Depois da atualização notificações ficou mais simples. Tentei baixar relatório e notificações travou duas vezes. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. qdo,9,Pós-venda,"['O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'notificações', 'demorou', 'para', 'responder', '.', 'Depois', 'da', 'atualização', 'notificações', 'ficou', 'mais', 'simples', '.', 'Tentei', 'baixar', 'relatório', 'e', 'notificações', 'travou', 'duas', 'vezes', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'qdo']"
chat demorou para responder. O atendimento resolveu rápido a solicitação. Tentei fazer transferência e chat travou duas vezes. Depois da atualização chat ficou mais simples. msg vcs naum,0,Produto,"['chat', 'demorou', 'para', 'responder', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Tentei', 'fazer', 'transferência', 'e', 'chat', 'travou', 'duas', 'vezes', '.', 'Depois', 'da', 'atualização', 'chat', 'ficou', 'mais', 'simples', '.', 'msg', 'vcs', 'naum']"
O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. cadastro demorou para responder. Recebi erro enquanto tentava emitir boleto.,1,Geral,"['O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'cadastro', 'demorou', 'para', 'responder', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'emitir', 'boleto', '.']"
"Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. Consegui fazer transferência, mas depois apareceu erro em extrato. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava fazer transferência. bugou ploblema msg",10,Produto,"['Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Consegui', 'fazer', 'transferência', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'extrato', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'fazer', 'transferência', '.', 'bugou', 'ploblema', 'msg']"
"Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. Consegui consultar saldo, mas depois apareceu erro em cartão virtual.",0,Suporte,"['Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Consegui', 'consultar', 'saldo', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'cartão', 'virtual', '.']"
O atendimento resolveu rápido a solicitação. performance demorou para responder. Recebi erro enquanto tentava acompanhar pagamento. As notificações chegaram atrasadas.,7,Suporte,"['O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'performance', 'demorou', 'para', 'responder', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'acompanhar', 'pagamento', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.']"
O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações.,5,Serviços,"['O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.']"
"Depois da atualização performance ficou mais simples. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. Consegui fazer transferência, mas depois apareceu erro em cartão virtual. demoro travano",0,Serviços,"['Depois', 'da', 'atualização', 'performance', 'ficou', 'mais', 'simples', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'Consegui', 'fazer', 'transferência', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'cartão', 'virtual', '.', 'demoro', 'travano']"
Tentei consultar saldo e dashboard travou duas vezes. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. sitema,3,Serviços,"['Tentei', 'consultar', 'saldo', 'e', 'dashboard', 'travou', 'duas', 'vezes', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'sitema']"
"Precisei repetir algumas etapas para concluir. Depois da atualização usabilidade ficou mais simples. Tentei integrar sistema e usabilidade travou duas vezes. Consegui integrar sistema, mas depois apareceu erro em dashboard. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava integrar sistema.",1,Suporte,"['Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'Depois', 'da', 'atualização', 'usabilidade', 'ficou', 'mais', 'simples', '.', 'Tentei', 'integrar', 'sistema', 'e', 'usabilidade', 'travou', 'duas', 'vezes', '.', 'Consegui', 'integrar', 'sistema', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'dashboard', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'integrar', 'sistema', '.']"
O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. notificações demorou para responder. Recebi erro enquanto tentava consultar limite. Tentei consultar limite e notificações travou duas vezes. naum platafroma msg,0,Produto,"['O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'notificações', 'demorou', 'para', 'responder', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'consultar', 'limite', '.', 'Tentei', 'consultar', 'limite', 'e', 'notificações', 'travou', 'duas', 'vezes', '.', 'naum', 'platafroma', 'msg']"
