comentario,nota,responsavel,comentario_normalizado
"Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. Tentei consultar limite e dashboard travou duas vezes. Consegui consultar limite, mas depois apareceu erro em onboarding.",9,Suporte,precisei repetir algumas etapas para concluir o carregamento dos relatorios demorou o suporte pediu novamente as mesmas informacoes tentei consultar limite e dashboard travou duas vezes consegui consultar limite mas depois apareceu erro em onboarding
"Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. Consegui baixar relatório, mas depois apareceu erro em login. Recebi erro enquanto tentava baixar relatório. As notificações chegaram atrasadas.",2,Pós-venda,precisei repetir algumas etapas para concluir o suporte pediu novamente as mesmas informacoes consegui baixar relatorio mas depois apareceu erro em login recebi erro enquanto tentava baixar relatorio as notificacoes chegaram atrasadas
Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava atualizar cadastro. Depois da atualização relatórios ficou mais simples. As notificações chegaram atrasadas. Tentei atualizar cadastro e relatórios travou duas vezes. O atendimento resolveu rápido a solicitação.,3,Produto,precisei repetir algumas etapas para concluir recebi erro enquanto tentava atualizar cadastro depois da atualizacao relatorios ficou mais simples as notificacoes chegaram atrasadas tentei atualizar cadastro e relatorios travou duas vezes o atendimento resolveu rapido a solicitacao
"Consegui fazer transferência, mas depois apareceu erro em cadastro. Depois da atualização onboarding ficou mais simples. naum msg",2,Geral,consegui fazer transferencia mas depois apareceu erro em cadastro depois da atualizacao onboarding ficou mais simples naum msg
Sem comentários.,6,Suporte,sem comentarios
Regular.,10,Serviços,regular
Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. Depois da atualização integração ficou mais simples. Recebi erro enquanto tentava acompanhar pagamento.,8,Suporte,precisei repetir algumas etapas para concluir o carregamento dos relatorios demorou depois da atualizacao integracao ficou mais simples recebi erro enquanto tentava acompanhar pagamento
Tentei atualizar cadastro e performance travou duas vezes. Recebi erro enquanto tentava atualizar cadastro. As notificações chegaram atrasadas. performance demorou para responder. Depois da atualização performance ficou mais simples. O suporte pediu novamente as mesmas informações. platafroma,7,Suporte,tentei atualizar cadastro e performance travou duas vezes recebi erro enquanto tentava atualizar cadastro as notificacoes chegaram atrasadas performance demorou para responder depois da atualizacao performance ficou mais simples o suporte pediu novamente as mesmas informacoes platafroma
O atendimento resolveu rápido a solicitação. Depois da atualização performance ficou mais simples. Tentei baixar relatório e performance travou duas vezes. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava baixar relatório. O carregamento dos relatórios demorou.,5,Pós-venda,o atendimento resolveu rapido a solicitacao depois da atualizacao performance ficou mais simples tentei baixar relatorio e performance travou duas vezes o suporte pediu novamente as mesmas informacoes recebi erro enquanto tentava baixar relatorio o carregamento dos relatorios demorou
"Consegui emitir boleto, mas depois apareceu erro em limite. As notificações chegaram atrasadas. Recebi erro enquanto tentava emitir boleto. vcs travano",0,Suporte,consegui emitir boleto mas depois apareceu erro em limite as notificacoes chegaram atrasadas recebi erro enquanto tentava emitir boleto vcs travano
Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. limite demorou para responder.,2,Serviços,precisei repetir algumas etapas para concluir as notificacoes chegaram atrasadas limite demorou para responder
O suporte pediu novamente as mesmas informações. Tentei baixar relatório e cadastro travou duas vezes.,9,Serviços,o suporte pediu novamente as mesmas informacoes tentei baixar relatorio e cadastro travou duas vezes
O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. travano probelma msg,1,Suporte,o atendimento resolveu rapido a solicitacao as notificacoes chegaram atrasadas travano probelma msg
As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava acompanhar pagamento. Precisei repetir algumas etapas para concluir.,10,Produto,as notificacoes chegaram atrasadas o atendimento resolveu rapido a solicitacao recebi erro enquanto tentava acompanhar pagamento precisei repetir algumas etapas para concluir
Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas.,10,Serviços,precisei repetir algumas etapas para concluir as notificacoes chegaram atrasadas
"As notificações chegaram atrasadas. Tentei atualizar cadastro e relatórios travou duas vezes. O suporte pediu novamente as mesmas informações. Consegui atualizar cadastro, mas depois apareceu erro em notificações. Depois da atualização relatórios ficou mais simples. relatórios demorou para responder. qdo msg",9,Suporte,as notificacoes chegaram atrasadas tentei atualizar cadastro e relatorios travou duas vezes o suporte pediu novamente as mesmas informacoes consegui atualizar cadastro mas depois apareceu erro em notificacoes depois da atualizacao relatorios ficou mais simples relatorios demorou para responder qdo msg
O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. API demorou para responder. Tentei acompanhar pagamento e API travou duas vezes. Precisei repetir algumas etapas para concluir.,1,Produto,o suporte pediu novamente as mesmas informacoes o carregamento dos relatorios demorou api demorou para responder tentei acompanhar pagamento e api travou duas vezes precisei repetir algumas etapas para concluir
"Tentei acompanhar pagamento e cartão virtual travou duas vezes. As notificações chegaram atrasadas. cartão virtual demorou para responder. Depois da atualização cartão virtual ficou mais simples. Consegui acompanhar pagamento, mas depois apareceu erro em relatórios. O atendimento resolveu rápido a solicitação. platafroma demoro travano",3,Pós-venda,tentei acompanhar pagamento e cartao virtual travou duas vezes as notificacoes chegaram atrasadas cartao virtual demorou para responder depois da atualizacao cartao virtual ficou mais simples consegui acompanhar pagamento mas depois apareceu erro em relatorios o atendimento resolveu rapido a solicitacao platafroma demoro travano
"Consegui atualizar cadastro, mas depois apareceu erro em usabilidade. Recebi erro enquanto tentava atualizar cadastro.",0,Suporte,consegui atualizar cadastro mas depois apareceu erro em usabilidade recebi erro enquanto tentava atualizar cadastro
"As notificações chegaram atrasadas. Recebi erro enquanto tentava fazer transferência. Consegui fazer transferência, mas depois apareceu erro em chat. sitema qdo atendimnto",3,Serviços,as notificacoes chegaram atrasadas recebi erro enquanto tentava fazer transferencia consegui fazer transferencia mas depois apareceu erro em chat sitema qdo atendimnto
Regular.,3,Suporte,regular
Achei estranho.,8,Produto,achei estranho
extrato demorou para responder. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava atualizar cadastro. O carregamento dos relatórios demorou. Tentei atualizar cadastro e extrato travou duas vezes.,0,Serviços,extrato demorou para responder o suporte pediu novamente as mesmas informacoes recebi erro enquanto tentava atualizar cadastro o carregamento dos relatorios demorou tentei atualizar cadastro e extrato travou duas vezes
Recebi erro enquanto tentava consultar limite. Depois da atualização pagamentos ficou mais simples. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. Tentei consultar limite e pagamentos travou duas vezes.,3,Serviços,recebi erro enquanto tentava consultar limite depois da atualizacao pagamentos ficou mais simples o carregamento dos relatorios demorou o atendimento resolveu rapido a solicitacao tentei consultar limite e pagamentos travou duas vezes
"O carregamento dos relatórios demorou. Tentei consultar saldo e chat travou duas vezes. As notificações chegaram atrasadas. Consegui consultar saldo, mas depois apareceu erro em integração. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava consultar saldo. platafroma",4,Suporte,o carregamento dos relatorios demorou tentei consultar saldo e chat travou duas vezes as notificacoes chegaram atrasadas consegui consultar saldo mas depois apareceu erro em integracao o suporte pediu novamente as mesmas informacoes recebi erro enquanto tentava consultar saldo platafroma
Precisei repetir algumas etapas para concluir. dashboard demorou para responder. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. naum sitema,8,Suporte,precisei repetir algumas etapas para concluir dashboard demorou para responder as notificacoes chegaram atrasadas o atendimento resolveu rapido a solicitacao naum sitema
