comentario,nota,responsavel,comentario_sem_stopwords
Normal.,10,Geral,normal
"O carregamento dos relatórios demorou. Consegui integrar sistema, mas depois apareceu erro em limite. ploblema bugou qdo",2,Serviços,carregamento relatorios demorou consegui integrar apareceu erro limite ploblema bugou qdo
Recebi erro enquanto tentava acompanhar pagamento. Precisei repetir algumas etapas para concluir. Depois da atualização login ficou mais simples. Tentei acompanhar pagamento e login travou duas vezes.,5,Serviços,recebi erro enquanto tentava acompanhar pagamento precisei repetir algumas etapas concluir atualizacao login ficou simples tentei acompanhar pagamento login travou duas vezes
As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. demoro atendimnto,5,Suporte,notificacoes chegaram atrasadas suporte pediu novamente mesmas informacoes demoro atendimnto
Tentei atualizar cadastro e extrato travou duas vezes. extrato demorou para responder. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. Recebi erro enquanto tentava atualizar cadastro.,6,Produto,tentei atualizar cadastro extrato travou duas vezes extrato demorou responder atendimento resolveu rapido solicitacao precisei repetir algumas etapas concluir carregamento relatorios demorou recebi erro enquanto tentava atualizar cadastro
As notificações chegaram atrasadas. Tentei integrar sistema e extrato travou duas vezes. extrato demorou para responder. vcs bugou probelma,9,Suporte,notificacoes chegaram atrasadas tentei integrar extrato travou duas vezes extrato demorou responder vcs bugou probelma
Tentei emitir boleto e performance travou duas vezes. Depois da atualização performance ficou mais simples. O carregamento dos relatórios demorou. performance demorou para responder. As notificações chegaram atrasadas. Recebi erro enquanto tentava emitir boleto.,9,Produto,tentei emitir boleto performance travou duas vezes atualizacao performance ficou simples carregamento relatorios demorou performance demorou responder notificacoes chegaram atrasadas recebi erro enquanto tentava emitir boleto
Depois da atualização integração ficou mais simples. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava integrar sistema.,3,Suporte,atualizacao integracao ficou simples atendimento resolveu rapido solicitacao recebi erro enquanto tentava integrar
"Depois da atualização extrato ficou mais simples. Consegui emitir boleto, mas depois apareceu erro em relatórios. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas.",6,Produto,atualizacao extrato ficou simples consegui emitir boleto apareceu erro relatorios precisei repetir algumas etapas concluir notificacoes chegaram atrasadas
notificações demorou para responder. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. Tentei consultar limite e notificações travou duas vezes. naum msg,2,Produto,notificacoes demorou responder suporte pediu novamente mesmas informacoes carregamento relatorios demorou precisei repetir algumas etapas concluir notificacoes chegaram atrasadas tentei consultar limite notificacoes travou duas vezes naum msg
notificações demorou para responder. Recebi erro enquanto tentava baixar relatório.,10,Produto,notificacoes demorou responder recebi erro enquanto tentava baixar relatorio
Tentei consultar saldo e API travou duas vezes. API demorou para responder. Recebi erro enquanto tentava consultar saldo. Depois da atualização API ficou mais simples. O suporte pediu novamente as mesmas informações.,7,Serviços,tentei consultar saldo api travou duas vezes api demorou responder recebi erro enquanto tentava consultar saldo atualizacao api ficou simples suporte pediu novamente mesmas informacoes
Recebi erro enquanto tentava acompanhar pagamento. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações.,6,Geral,recebi erro enquanto tentava acompanhar pagamento atendimento resolveu rapido solicitacao carregamento relatorios demorou suporte pediu novamente mesmas informacoes
Achei estranho.,0,Suporte,achei estranho
Depois da atualização performance ficou mais simples. performance demorou para responder. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação.,6,Pós-venda,atualizacao performance ficou simples performance demorou responder carregamento relatorios demorou atendimento resolveu rapido solicitacao
Ok.,8,Geral,ok
limite demorou para responder. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. Tentei integrar sistema e limite travou duas vezes. atendimnto qdo,5,Serviços,limite demorou responder carregamento relatorios demorou suporte pediu novamente mesmas informacoes notificacoes chegaram atrasadas tentei integrar limite travou duas vezes atendimnto qdo
As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. onboarding demorou para responder. Recebi erro enquanto tentava atualizar cadastro. bugou probelma sitema,8,Produto,notificacoes chegaram atrasadas atendimento resolveu rapido solicitacao onboarding demorou responder recebi erro enquanto tentava atualizar cadastro bugou probelma sitema
extrato demorou para responder. Recebi erro enquanto tentava integrar sistema. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir.,9,Produto,extrato demorou responder recebi erro enquanto tentava integrar suporte pediu novamente mesmas informacoes precisei repetir algumas etapas concluir
O suporte pediu novamente as mesmas informações. usabilidade demorou para responder. Recebi erro enquanto tentava emitir boleto. msg qdo demoro,2,Suporte,suporte pediu novamente mesmas informacoes usabilidade demorou responder recebi erro enquanto tentava emitir boleto msg qdo demoro
"O atendimento resolveu rápido a solicitação. Consegui baixar relatório, mas depois apareceu erro em login. sitema platafroma naum",8,Geral,atendimento resolveu rapido solicitacao consegui baixar relatorio apareceu erro login sitema platafroma naum
As notificações chegaram atrasadas. Depois da atualização dashboard ficou mais simples. O suporte pediu novamente as mesmas informações. Tentei emitir boleto e dashboard travou duas vezes. Recebi erro enquanto tentava emitir boleto.,7,Suporte,notificacoes chegaram atrasadas atualizacao dashboard ficou simples suporte pediu novamente mesmas informacoes tentei emitir boleto dashboard travou duas vezes recebi erro enquanto tentava emitir boleto
O atendimento resolveu rápido a solicitação. integração demorou para responder.,1,Serviços,atendimento resolveu rapido solicitacao integracao demorou responder
Tentei emitir boleto e cadastro travou duas vezes. As notificações chegaram atrasadas. Recebi erro enquanto tentava emitir boleto. O atendimento resolveu rápido a solicitação.,10,Suporte,tentei emitir boleto cadastro travou duas vezes notificacoes chegaram atrasadas recebi erro enquanto tentava emitir boleto atendimento resolveu rapido solicitacao
"Consegui consultar saldo, mas depois apareceu erro em cadastro. usabilidade demorou para responder.",8,Suporte,consegui consultar saldo apareceu erro cadastro usabilidade demorou responder
pagamentos demorou para responder. Depois da atualização pagamentos ficou mais simples. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava fazer transferência. As notificações chegaram atrasadas.,3,Geral,pagamentos demorou responder atualizacao pagamentos ficou simples suporte pediu novamente mesmas informacoes recebi erro enquanto tentava fazer transferencia notificacoes chegaram atrasadas
"Recebi erro enquanto tentava consultar saldo. Depois da atualização performance ficou mais simples. Consegui consultar saldo, mas depois apareceu erro em notificações. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. ploblema demoro sitema",8,Suporte,recebi erro enquanto tentava consultar saldo atualizacao performance ficou simples consegui consultar saldo apareceu erro notificacoes atendimento resolveu rapido solicitacao precisei repetir algumas etapas concluir ploblema demoro sitema
"Consegui fazer transferência, mas depois apareceu erro em relatórios. O suporte pediu novamente as mesmas informações. Depois da atualização limite ficou mais simples. Precisei repetir algumas etapas para concluir.",3,Serviços,consegui fazer transferencia apareceu erro relatorios suporte pediu novamente mesmas informacoes atualizacao limite ficou simples precisei repetir algumas etapas concluir
O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas.,5,Produto,suporte pediu novamente mesmas informacoes notificacoes chegaram atrasadas
O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas.,10,Produto,atendimento resolveu rapido solicitacao notificacoes chegaram atrasadas
Tentei consultar limite e onboarding travou duas vezes. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou.,7,Serviços,tentei consultar limite onboarding travou duas vezes suporte pediu novamente mesmas informacoes carregamento relatorios demorou
Achei estranho.,6,Geral,achei estranho
"O suporte pediu novamente as mesmas informações. Tentei consultar limite e integração travou duas vezes. Precisei repetir algumas etapas para concluir. Consegui consultar limite, mas depois apareceu erro em limite. O atendimento resolveu rápido a solicitação. qdo ploblema platafroma",5,Suporte,suporte pediu novamente mesmas informacoes tentei consultar limite integracao travou duas vezes precisei repetir algumas etapas concluir consegui consultar limite apareceu erro limite atendimento resolveu rapido solicitacao qdo ploblema platafroma
