comentario,nota,responsavel,comentario_original,is_noise,comentario_filtrado
Tentei integrar sistema e cadastro travou duas vezes. cadastro demorou para responder. Recebi erro enquanto tentava integrar sistema.,3,Produto,Tentei integrar sistema e cadastro travou duas vezes. cadastro demorou para responder. Recebi erro enquanto tentava integrar sistema.,False,Tentei integrar sistema e cadastro travou duas vezes. cadastro demorou para responder. Recebi erro enquanto tentava integrar sistema.
Tentei acompanhar pagamento e cartão virtual travou duas vezes. Recebi erro enquanto tentava acompanhar pagamento. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. cartão virtual demorou para responder. As notificações chegaram atrasadas.,5,Serviços,Tentei acompanhar pagamento e cartão virtual travou duas vezes. Recebi erro enquanto tentava acompanhar pagamento. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. cartão virtual demorou para responder. As notificações chegaram atrasadas.,False,Tentei acompanhar pagamento e cartão virtual travou duas vezes. Recebi erro enquanto tentava acompanhar pagamento. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. cartão virtual demorou para responder. As notificações chegaram atrasadas.
"Tentei consultar limite e notificações travou duas vezes. O suporte pediu novamente as mesmas informações. notificações demorou para responder. Consegui consultar limite, mas depois apareceu erro em limite. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir.",4,Produto,"Tentei consultar limite e notificações travou duas vezes. O suporte pediu novamente as mesmas informações. notificações demorou para responder. Consegui consultar limite, mas depois apareceu erro em limite. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir.",False,"Tentei consultar limite e notificações travou duas vezes. O suporte pediu novamente as mesmas informações. notificações demorou para responder. Consegui consultar limite, mas depois apareceu erro em limite. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir."
"Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. Depois da atualização integração ficou mais simples. Consegui atualizar cadastro, mas depois apareceu erro em relatórios. O carregamento dos relatórios demorou. As notificações chegaram atrasadas.",5,Produto,"Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. Depois da atualização integração ficou mais simples. Consegui atualizar cadastro, mas depois apareceu erro em relatórios. O carregamento dos relatórios demorou. As notificações chegaram atrasadas.",False,"Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. Depois da atualização integração ficou mais simples. Consegui atualizar cadastro, mas depois apareceu erro em relatórios. O carregamento dos relatórios demorou. As notificações chegaram atrasadas."
"Recebi erro enquanto tentava consultar saldo. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. Consegui consultar saldo, mas depois apareceu erro em chat. O atendimento resolveu rápido a solicitação.",7,Serviços,"Recebi erro enquanto tentava consultar saldo. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. Consegui consultar saldo, mas depois apareceu erro em chat. O atendimento resolveu rápido a solicitação.",False,"Recebi erro enquanto tentava consultar saldo. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. Consegui consultar saldo, mas depois apareceu erro em chat. O atendimento resolveu rápido a solicitação."
"Consegui consultar saldo, mas depois apareceu erro em extrato. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava consultar saldo. Precisei repetir algumas etapas para concluir.",3,Suporte,"Consegui consultar saldo, mas depois apareceu erro em extrato. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava consultar saldo. Precisei repetir algumas etapas para concluir.",False,"Consegui consultar saldo, mas depois apareceu erro em extrato. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava consultar saldo. Precisei repetir algumas etapas para concluir."
"Consegui integrar sistema, mas depois apareceu erro em limite. O suporte pediu novamente as mesmas informações. API demorou para responder. O atendimento resolveu rápido a solicitação.",1,Geral,"Consegui integrar sistema, mas depois apareceu erro em limite. O suporte pediu novamente as mesmas informações. API demorou para responder. O atendimento resolveu rápido a solicitação.",False,"Consegui integrar sistema, mas depois apareceu erro em limite. O suporte pediu novamente as mesmas informações. API demorou para responder. O atendimento resolveu rápido a solicitação."
"Consegui acompanhar pagamento, mas depois apareceu erro em performance. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. atendimnto msg vcs",7,Geral,"Consegui acompanhar pagamento, mas depois apareceu erro em performance. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. atendimnto msg vcs",False,"Consegui acompanhar pagamento, mas depois apareceu erro em performance. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. atendimnto msg vcs"
"Tentei consultar saldo e cadastro travou duas vezes. Depois da atualização cadastro ficou mais simples. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. cadastro demorou para responder. Consegui consultar saldo, mas depois apareceu erro em limite.",1,Suporte,"Tentei consultar saldo e cadastro travou duas vezes. Depois da atualização cadastro ficou mais simples. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. cadastro demorou para responder. Consegui consultar saldo, mas depois apareceu erro em limite.",False,"Tentei consultar saldo e cadastro travou duas vezes. Depois da atualização cadastro ficou mais simples. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. cadastro demorou para responder. Consegui consultar saldo, mas depois apareceu erro em limite."
"Consegui atualizar cadastro, mas depois apareceu erro em API. limite demorou para responder. Tentei atualizar cadastro e limite travou duas vezes. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir.",9,Geral,"Consegui atualizar cadastro, mas depois apareceu erro em API. limite demorou para responder. Tentei atualizar cadastro e limite travou duas vezes. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir.",False,"Consegui atualizar cadastro, mas depois apareceu erro em API. limite demorou para responder. Tentei atualizar cadastro e limite travou duas vezes. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir."
Recebi erro enquanto tentava fazer transferência. O carregamento dos relatórios demorou. Depois da atualização onboarding ficou mais simples. onboarding demorou para responder. O atendimento resolveu rápido a solicitação. probelma sitema demoro,8,Produto,Recebi erro enquanto tentava fazer transferência. O carregamento dos relatórios demorou. Depois da atualização onboarding ficou mais simples. onboarding demorou para responder. O atendimento resolveu rápido a solicitação. probelma sitema demoro,False,Recebi erro enquanto tentava fazer transferência. O carregamento dos relatórios demorou. Depois da atualização onboarding ficou mais simples. onboarding demorou para responder. O atendimento resolveu rápido a solicitação. probelma sitema demoro
O suporte pediu novamente as mesmas informações. Depois da atualização pagamentos ficou mais simples. O atendimento resolveu rápido a solicitação. sitema probelma,5,Suporte,O suporte pediu novamente as mesmas informações. Depois da atualização pagamentos ficou mais simples. O atendimento resolveu rápido a solicitação. sitema probelma,False,O suporte pediu novamente as mesmas informações. Depois da atualização pagamentos ficou mais simples. O atendimento resolveu rápido a solicitação. sitema probelma
"Precisei repetir algumas etapas para concluir. cartão virtual demorou para responder. Consegui baixar relatório, mas depois apareceu erro em pagamentos.",5,Produto,"Precisei repetir algumas etapas para concluir. cartão virtual demorou para responder. Consegui baixar relatório, mas depois apareceu erro em pagamentos.",False,"Precisei repetir algumas etapas para concluir. cartão virtual demorou para responder. Consegui baixar relatório, mas depois apareceu erro em pagamentos."
onboarding demorou para responder. Depois da atualização onboarding ficou mais simples. Tentei acompanhar pagamento e onboarding travou duas vezes. msg travano,3,Serviços,onboarding demorou para responder. Depois da atualização onboarding ficou mais simples. Tentei acompanhar pagamento e onboarding travou duas vezes. msg travano,False,onboarding demorou para responder. Depois da atualização onboarding ficou mais simples. Tentei acompanhar pagamento e onboarding travou duas vezes. msg travano
