comentario,nota,responsavel,comentario_stem_porter
O carregamento dos relatórios demorou. As notificações chegaram atrasadas. atendimnto msg,4,Geral,o carregamento do relatorio demor as notificaco chegaram atrasada atendimnto msg
Tentei atualizar cadastro e pagamentos travou duas vezes. pagamentos demorou para responder. Recebi erro enquanto tentava atualizar cadastro. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou.,4,Produto,tentei atualizar cadastro e pagamento travou dua veze pagamento demor para respond recebi erro enquanto tentava atualizar cadastro precisei repetir alguma etapa para concluir o atendimento resolveu rapido a solicitacao o carregamento do relatorio demor
"As notificações chegaram atrasadas. O carregamento dos relatórios demorou. Depois da atualização login ficou mais simples. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava consultar limite. Consegui consultar limite, mas depois apareceu erro em onboarding. bugou qdo",9,Produto,as notificaco chegaram atrasada o carregamento do relatorio demor depoi da atualizacao login ficou mai simpl o suport pediu novament as mesma informaco recebi erro enquanto tentava consultar limit consegui consultar limit ma depoi apareceu erro em onboard bugou qdo
Depois da atualização cadastro ficou mais simples. cadastro demorou para responder.,8,Produto,depoi da atualizacao cadastro ficou mai simpl cadastro demor para respond
"As notificações chegaram atrasadas. Consegui consultar limite, mas depois apareceu erro em login.",3,Suporte,as notificaco chegaram atrasada consegui consultar limit ma depoi apareceu erro em login
As notificações chegaram atrasadas. O carregamento dos relatórios demorou. ploblema naum,9,Serviços,as notificaco chegaram atrasada o carregamento do relatorio demor ploblema naum
As notificações chegaram atrasadas. chat demorou para responder. demoro vcs travano,0,Produto,as notificaco chegaram atrasada chat demor para respond demoro vc travano
O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. Depois da atualização onboarding ficou mais simples. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou.,1,Produto,o suport pediu novament as mesma informaco as notificaco chegaram atrasada depoi da atualizacao onboard ficou mai simpl precisei repetir alguma etapa para concluir o carregamento do relatorio demor
As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação.,6,Suporte,as notificaco chegaram atrasada o atendimento resolveu rapido a solicitacao
O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. As notificações chegaram atrasadas.,7,Suporte,o suport pediu novament as mesma informaco precisei repetir alguma etapa para concluir o carregamento do relatorio demor as notificaco chegaram atrasada
O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. probelma sitema,1,Serviços,o atendimento resolveu rapido a solicitacao o suport pediu novament as mesma informaco as notificaco chegaram atrasada o carregamento do relatorio demor precisei repetir alguma etapa para concluir probelma sitema
O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou.,8,Serviços,o suport pediu novament as mesma informaco o carregamento do relatorio demor
"Tentei acompanhar pagamento e login travou duas vezes. Consegui acompanhar pagamento, mas depois apareceu erro em API. Precisei repetir algumas etapas para concluir.",8,Geral,tentei acompanhar pagamento e login travou dua veze consegui acompanhar pagamento ma depoi apareceu erro em api precisei repetir alguma etapa para concluir
"Tentei consultar limite e onboarding travou duas vezes. Consegui consultar limite, mas depois apareceu erro em limite. platafroma msg bugou",3,Geral,tentei consultar limit e onboard travou dua veze consegui consultar limit ma depoi apareceu erro em limit platafroma msg bugou
Tentei emitir boleto e onboarding travou duas vezes. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava emitir boleto.,5,Serviços,tentei emitir boleto e onboard travou dua veze as notificaco chegaram atrasada precisei repetir alguma etapa para concluir recebi erro enquanto tentava emitir boleto
As notificações chegaram atrasadas. O carregamento dos relatórios demorou. Tentei acompanhar pagamento e cadastro travou duas vezes. Precisei repetir algumas etapas para concluir.,3,Serviços,as notificaco chegaram atrasada o carregamento do relatorio demor tentei acompanhar pagamento e cadastro travou dua veze precisei repetir alguma etapa para concluir
"Tentei fazer transferência e API travou duas vezes. Consegui fazer transferência, mas depois apareceu erro em cadastro. O suporte pediu novamente as mesmas informações. Depois da atualização API ficou mais simples. API demorou para responder. O atendimento resolveu rápido a solicitação.",0,Serviços,tentei fazer transferencia e api travou dua veze consegui fazer transferencia ma depoi apareceu erro em cadastro o suport pediu novament as mesma informaco depoi da atualizacao api ficou mai simpl api demor para respond o atendimento resolveu rapido a solicitacao
Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. Recebi erro enquanto tentava atualizar cadastro. Tentei atualizar cadastro e notificações travou duas vezes. O suporte pediu novamente as mesmas informações. notificações demorou para responder.,5,Produto,precisei repetir alguma etapa para concluir as notificaco chegaram atrasada recebi erro enquanto tentava atualizar cadastro tentei atualizar cadastro e notificaco travou dua veze o suport pediu novament as mesma informaco notificaco demor para respond
O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. dashboard demorou para responder.,4,Serviços,o suport pediu novament as mesma informaco o atendimento resolveu rapido a solicitacao precisei repetir alguma etapa para concluir dashboard demor para respond
Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas.,10,Pós-venda,precisei repetir alguma etapa para concluir as notificaco chegaram atrasada
"As notificações chegaram atrasadas. Tentei consultar limite e pagamentos travou duas vezes. Consegui consultar limite, mas depois apareceu erro em usabilidade. pagamentos demorou para responder. O atendimento resolveu rápido a solicitação.",0,Serviços,as notificaco chegaram atrasada tentei consultar limit e pagamento travou dua veze consegui consultar limit ma depoi apareceu erro em usabilidad pagamento demor para respond o atendimento resolveu rapido a solicitacao
"O suporte pediu novamente as mesmas informações. usabilidade demorou para responder. O carregamento dos relatórios demorou. Depois da atualização usabilidade ficou mais simples. Tentei integrar sistema e usabilidade travou duas vezes. Consegui integrar sistema, mas depois apareceu erro em cadastro. bugou naum",10,Serviços,o suport pediu novament as mesma informaco usabilidad demor para respond o carregamento do relatorio demor depoi da atualizacao usabilidad ficou mai simpl tentei integrar sistema e usabilidad travou dua veze consegui integrar sistema ma depoi apareceu erro em cadastro bugou naum
"O atendimento resolveu rápido a solicitação. Consegui emitir boleto, mas depois apareceu erro em extrato. O suporte pediu novamente as mesmas informações.",2,Serviços,o atendimento resolveu rapido a solicitacao consegui emitir boleto ma depoi apareceu erro em extrato o suport pediu novament as mesma informaco
Tentei emitir boleto e pagamentos travou duas vezes. Recebi erro enquanto tentava emitir boleto. Depois da atualização pagamentos ficou mais simples. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. sitema naum ploblema,5,Geral,tentei emitir boleto e pagamento travou dua veze recebi erro enquanto tentava emitir boleto depoi da atualizacao pagamento ficou mai simpl o carregamento do relatorio demor o suport pediu novament as mesma informaco sitema naum ploblema
Depois da atualização notificações ficou mais simples. notificações demorou para responder. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava consultar limite.,2,Produto,depoi da atualizacao notificaco ficou mai simpl notificaco demor para respond o atendimento resolveu rapido a solicitacao as notificaco chegaram atrasada precisei repetir alguma etapa para concluir recebi erro enquanto tentava consultar limit
Depois da atualização extrato ficou mais simples. O suporte pediu novamente as mesmas informações. demoro,10,Produto,depoi da atualizacao extrato ficou mai simpl o suport pediu novament as mesma informaco demoro
"As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. Consegui fazer transferência, mas depois apareceu erro em dashboard. Depois da atualização integração ficou mais simples. O atendimento resolveu rápido a solicitação. probelma atendimnto qdo",7,Serviços,as notificaco chegaram atrasada precisei repetir alguma etapa para concluir o carregamento do relatorio demor consegui fazer transferencia ma depoi apareceu erro em dashboard depoi da atualizacao integracao ficou mai simpl o atendimento resolveu rapido a solicitacao probelma atendimnto qdo
O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. cadastro demorou para responder. demoro ploblema msg,8,Geral,o atendimento resolveu rapido a solicitacao o suport pediu novament as mesma informaco cadastro demor para respond demoro ploblema msg
