comentario,nota,responsavel,comentario_stem_snowball
"Consegui fazer transferência, mas depois apareceu erro em cartão virtual. Tentei fazer transferência e integração travou duas vezes. msg atendimnto",7,Pós-venda,consegu faz transferenc mas depo aparec erro em carta virtual tent faz transferenc e integraca trav duas vez msg atendimnt
O suporte pediu novamente as mesmas informações. Depois da atualização limite ficou mais simples. Tentei consultar limite e limite travou duas vezes. Recebi erro enquanto tentava consultar limite. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. travano,8,Produto,o suport ped nov as mesm informaco depo da atualizaca limit fic mais simpl tent consult limit e limit trav duas vez receb erro enquant tent consult limit o carreg dos relatori demor precis repet algum etap par conclu travan
As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. Depois da atualização API ficou mais simples. demoro vcs,3,Geral,as notificaco cheg atras precis repet algum etap par conclu o carreg dos relatori demor depo da atualizaca api fic mais simpl demor vcs
O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas.,2,Produto,o suport ped nov as mesm informaco as notificaco cheg atras
Tentei emitir boleto e login travou duas vezes. Depois da atualização login ficou mais simples.,5,Suporte,tent emit bolet e login trav duas vez depo da atualizaca login fic mais simpl
"Consegui atualizar cadastro, mas depois apareceu erro em usabilidade. O carregamento dos relatórios demorou. Recebi erro enquanto tentava atualizar cadastro. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações.",1,Serviços,consegu atualiz cadastr mas depo aparec erro em usabil o carreg dos relatori demor receb erro enquant tent atualiz cadastr as notificaco cheg atras o atend resolv rap a solicitaca o suport ped nov as mesm informaco
Recebi erro enquanto tentava integrar sistema. O atendimento resolveu rápido a solicitação. chat demorou para responder. demoro naum qdo,10,Geral,receb erro enquant tent integr sistem o atend resolv rap a solicitaca chat demor par respond demor naum qdo
Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. Depois da atualização chat ficou mais simples. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava baixar relatório.,4,Geral,precis repet algum etap par conclu o carreg dos relatori demor depo da atualizaca chat fic mais simpl o atend resolv rap a solicitaca receb erro enquant tent baix relatori
"Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. Tentei consultar limite e dashboard travou duas vezes. Consegui consultar limite, mas depois apareceu erro em onboarding.",9,Suporte,precis repet algum etap par conclu o carreg dos relatori demor o suport ped nov as mesm informaco tent consult limit e dashboard trav duas vez consegu consult limit mas depo aparec erro em onboarding
"Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. Consegui baixar relatório, mas depois apareceu erro em login. Recebi erro enquanto tentava baixar relatório. As notificações chegaram atrasadas.",2,Pós-venda,precis repet algum etap par conclu o suport ped nov as mesm informaco consegu baix relatori mas depo aparec erro em login receb erro enquant tent baix relatori as notificaco cheg atras
Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava atualizar cadastro. Depois da atualização relatórios ficou mais simples. As notificações chegaram atrasadas. Tentei atualizar cadastro e relatórios travou duas vezes. O atendimento resolveu rápido a solicitação.,3,Produto,precis repet algum etap par conclu receb erro enquant tent atualiz cadastr depo da atualizaca relatori fic mais simpl as notificaco cheg atras tent atualiz cadastr e relatori trav duas vez o atend resolv rap a solicitaca
"Consegui fazer transferência, mas depois apareceu erro em cadastro. Depois da atualização onboarding ficou mais simples. naum msg",2,Geral,consegu faz transferenc mas depo aparec erro em cadastr depo da atualizaca onboarding fic mais simpl naum msg
Sem comentários.,6,Suporte,sem comentari
Regular.,10,Serviços,regul
Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. Depois da atualização integração ficou mais simples. Recebi erro enquanto tentava acompanhar pagamento.,8,Suporte,precis repet algum etap par conclu o carreg dos relatori demor depo da atualizaca integraca fic mais simpl receb erro enquant tent acompanh pagament
Tentei atualizar cadastro e performance travou duas vezes. Recebi erro enquanto tentava atualizar cadastro. As notificações chegaram atrasadas. performance demorou para responder. Depois da atualização performance ficou mais simples. O suporte pediu novamente as mesmas informações. platafroma,7,Suporte,tent atualiz cadastr e performanc trav duas vez receb erro enquant tent atualiz cadastr as notificaco cheg atras performanc demor par respond depo da atualizaca performanc fic mais simpl o suport ped nov as mesm informaco platafrom
O atendimento resolveu rápido a solicitação. Depois da atualização performance ficou mais simples. Tentei baixar relatório e performance travou duas vezes. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava baixar relatório. O carregamento dos relatórios demorou.,5,Pós-venda,o atend resolv rap a solicitaca depo da atualizaca performanc fic mais simpl tent baix relatori e performanc trav duas vez o suport ped nov as mesm informaco receb erro enquant tent baix relatori o carreg dos relatori demor
"Consegui emitir boleto, mas depois apareceu erro em limite. As notificações chegaram atrasadas. Recebi erro enquanto tentava emitir boleto. vcs travano",0,Suporte,consegu emit bolet mas depo aparec erro em limit as notificaco cheg atras receb erro enquant tent emit bolet vcs travan
Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. limite demorou para responder.,2,Serviços,precis repet algum etap par conclu as notificaco cheg atras limit demor par respond
O suporte pediu novamente as mesmas informações. Tentei baixar relatório e cadastro travou duas vezes.,9,Serviços,o suport ped nov as mesm informaco tent baix relatori e cadastr trav duas vez
O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. travano probelma msg,1,Suporte,o atend resolv rap a solicitaca as notificaco cheg atras travan probelm msg
As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava acompanhar pagamento. Precisei repetir algumas etapas para concluir.,10,Produto,as notificaco cheg atras o atend resolv rap a solicitaca receb erro enquant tent acompanh pagament precis repet algum etap par conclu
Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas.,10,Serviços,precis repet algum etap par conclu as notificaco cheg atras
"As notificações chegaram atrasadas. Tentei atualizar cadastro e relatórios travou duas vezes. O suporte pediu novamente as mesmas informações. Consegui atualizar cadastro, mas depois apareceu erro em notificações. Depois da atualização relatórios ficou mais simples. relatórios demorou para responder. qdo msg",9,Suporte,as notificaco cheg atras tent atualiz cadastr e relatori trav duas vez o suport ped nov as mesm informaco consegu atualiz cadastr mas depo aparec erro em notificaco depo da atualizaca relatori fic mais simpl relatori demor par respond qdo msg
O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. API demorou para responder. Tentei acompanhar pagamento e API travou duas vezes. Precisei repetir algumas etapas para concluir.,1,Produto,o suport ped nov as mesm informaco o carreg dos relatori demor api demor par respond tent acompanh pagament e api trav duas vez precis repet algum etap par conclu
"Tentei acompanhar pagamento e cartão virtual travou duas vezes. As notificações chegaram atrasadas. cartão virtual demorou para responder. Depois da atualização cartão virtual ficou mais simples. Consegui acompanhar pagamento, mas depois apareceu erro em relatórios. O atendimento resolveu rápido a solicitação. platafroma demoro travano",3,Pós-venda,tent acompanh pagament e carta virtual trav duas vez as notificaco cheg atras carta virtual demor par respond depo da atualizaca carta virtual fic mais simpl consegu acompanh pagament mas depo aparec erro em relatori o atend resolv rap a solicitaca platafrom demor travan
"Consegui atualizar cadastro, mas depois apareceu erro em usabilidade. Recebi erro enquanto tentava atualizar cadastro.",0,Suporte,consegu atualiz cadastr mas depo aparec erro em usabil receb erro enquant tent atualiz cadastr
"As notificações chegaram atrasadas. Recebi erro enquanto tentava fazer transferência. Consegui fazer transferência, mas depois apareceu erro em chat. sitema qdo atendimnto",3,Serviços,as notificaco cheg atras receb erro enquant tent faz transferenc consegu faz transferenc mas depo aparec erro em chat sitem qdo atendimnt
Regular.,3,Suporte,regul
Achei estranho.,8,Produto,ache estranh
extrato demorou para responder. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava atualizar cadastro. O carregamento dos relatórios demorou. Tentei atualizar cadastro e extrato travou duas vezes.,0,Serviços,extrat demor par respond o suport ped nov as mesm informaco receb erro enquant tent atualiz cadastr o carreg dos relatori demor tent atualiz cadastr e extrat trav duas vez
