comentario,nota,responsavel,comentario_lemma
Tentei baixar relatório e relatórios travou duas vezes. Recebi erro enquanto tentava baixar relatório. relatórios demorou para responder. Precisei repetir algumas etapas para concluir. Depois da atualização relatórios ficou mais simples. O carregamento dos relatórios demorou. demoro platafroma vcs,0,Produto,Tentei baixar relatório e relatório travar dois vez . Recebi erro enquanto tentar baixar relatório . relatórios demorar para responder . precisei repetir algum etapa para concluir . depois de o atualização relatório ficar mais simples . o carregamento de o relatório demorar . demoro platafroma vcs
O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. naum,9,Geral,o atendimento resolver rápido o solicitação . o notificação chegar atrasado . naum
Normal.,4,Suporte,normal .
O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. pagamentos demorou para responder. msg qdo,4,Produto,o suporte pedir novamente o mesmo informação . o notificação chegar atrasar . pagamento demorar para responder . msg qdo
O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. Recebi erro enquanto tentava consultar limite. Tentei consultar limite e extrato travou duas vezes. demoro probelma platafroma,4,Serviços,o suporte pedir novamente o mesmo informação . o notificação chegar atrasado . Recebi erro enquanto tentar consultar limite . Tentei consultar limite e extrato travar dois vez . demoro probelma platafroma
Depois da atualização dashboard ficou mais simples. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. Tentei consultar saldo e dashboard travou duas vezes.,8,Produto,depois de o atualização dashboard ficar mais simples . o carregamento de o relatório demorar . o notificação chegar atrasado . Tentei consultar saldo e dashboard travar dois vez .
O carregamento dos relatórios demorou. login demorou para responder. O suporte pediu novamente as mesmas informações.,3,Produto,o carregamento de o relatório demorar . login demorar para responder . o suporte pedir novamente o mesmo informação .
"integração demorou para responder. Consegui integrar sistema, mas depois apareceu erro em API. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Tentei integrar sistema e integração travou duas vezes. demoro ploblema",10,Produto,"integração demorar para responder . Consegui integrar sistema , mas depois aparecer erro em API . o notificação chegar atrasado . o suporte pedir novamente o mesmo informação . o carregamento de o relatório demorar . Tentei integrar sistema e integração travar dois vez . demoro ploblema"
Sem opinião.,2,Serviços,sem opinião .
O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. Tentei acompanhar pagamento e cartão virtual travou duas vezes. Recebi erro enquanto tentava acompanhar pagamento. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir.,4,Suporte,o carregamento de o relatório demorar . o suporte pedir novamente o mesmo informação . Tentei acompanhar pagamento e cartão virtual travar dois vez . Recebi erro enquanto tentar acompanhar pagamento . o atendimento resolver rápido o solicitação . precisei repetir algum etapa para concluir .
"Consegui atualizar cadastro, mas depois apareceu erro em API. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. Depois da atualização onboarding ficou mais simples. onboarding demorou para responder.",6,Suporte,"Consegui atualizar cadastro , mas depois aparecer erro em API . o carregamento de o relatório demorar . o atendimento resolver rápido o solicitação . depois de o atualização onboarding ficar mais simples . onboarding demorar para responder ."
Depois da atualização cadastro ficou mais simples. O atendimento resolveu rápido a solicitação. Tentei integrar sistema e cadastro travou duas vezes.,7,Pós-venda,depois de o atualização cadastro ficar mais simples . o atendimento resolver rápido o solicitação . Tentei integrar sistema e cadastro travar dois vez .
O carregamento dos relatórios demorou. Depois da atualização login ficou mais simples. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. Tentei fazer transferência e login travou duas vezes.,0,Suporte,o carregamento de o relatório demorar . depois de o atualização login ficar mais simples . o notificação chegar atrasado . o suporte pedir novamente o mesmo informação . Tentei fazer transferência e login travar dois vez .
O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas.,1,Serviços,o atendimento resolver rápido o solicitação . o notificação chegar atrasado .
Depois da atualização integração ficou mais simples. O atendimento resolveu rápido a solicitação.,2,Produto,depois de o atualização integração ficar mais simples . o atendimento resolver rápido o solicitação .
"Recebi erro enquanto tentava integrar sistema. O suporte pediu novamente as mesmas informações. Consegui integrar sistema, mas depois apareceu erro em pagamentos. atendimnto qdo",3,Produto,"Recebi erro enquanto tentar integrar sistema . o suporte pedir novamente o mesmo informação . Consegui integrar sistema , mas depois aparecer erro em pagamento . atendimnto qdo"
O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou.,9,Suporte,o suporte pedir novamente o mesmo informação . o carregamento de o relatório demorar .
Precisei repetir algumas etapas para concluir. cadastro demorou para responder.,10,Produto,precisei repetir algum etapa para concluir . cadastro demorar para responder .
Tentei atualizar cadastro e usabilidade travou duas vezes. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações.,9,Suporte,Tentei atualizar cadastro e usabilidade travar dois vez . o carregamento de o relatório demorar . o suporte pedir novamente o mesmo informação .
As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. Tentei consultar saldo e cadastro travou duas vezes.,0,Geral,o notificação chegar atrasado . precisei repetir algum etapa para concluir . o suporte pedir novamente o mesmo informação . Tentei consultar saldo e cadastro travar dois vez .
O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas.,5,Produto,o suporte pedir novamente o mesmo informação . o notificação chegar atrasado .
"As notificações chegaram atrasadas. Recebi erro enquanto tentava consultar saldo. Consegui consultar saldo, mas depois apareceu erro em chat. ploblema vcs",6,Suporte,"o notificação chegar atrasado . Recebi erro enquanto tentar consultar saldo . Consegui consultar saldo , mas depois aparecer erro em chat . ploblema vcs"
Tudo certo.,1,Serviços,tudo certo .
"Recebi erro enquanto tentava atualizar cadastro. Depois da atualização usabilidade ficou mais simples. Consegui atualizar cadastro, mas depois apareceu erro em extrato.",9,Geral,"Recebi erro enquanto tentar atualizar cadastro . depois de o atualização usabilidade ficar mais simples . Consegui atualizar cadastro , mas depois aparecer erro em extrato ."
Depois da atualização notificações ficou mais simples. Recebi erro enquanto tentava baixar relatório. qdo,5,Geral,depois de o atualização notificação ficar mais simples . Recebi erro enquanto tentar baixar relatório . qdo
O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. qdo naum bugou,1,Produto,o suporte pedir novamente o mesmo informação . o notificação chegar atrasado . qdo naum bugar
Precisei repetir algumas etapas para concluir. Tentei consultar limite e chat travou duas vezes. Depois da atualização chat ficou mais simples. demoro bugou,6,Suporte,precisei repetir algum etapa para concluir . Tentei consultar limite e chat travar dois vez . depois de o atualização chat ficar mais simples . demoro bugar
"O atendimento resolveu rápido a solicitação. Consegui baixar relatório, mas depois apareceu erro em login. Recebi erro enquanto tentava baixar relatório. Tentei baixar relatório e integração travou duas vezes. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações.",10,Suporte,"o atendimento resolver rápido o solicitação . Consegui baixar relatório , mas depois aparecer erro em login . Recebi erro enquanto tentar baixar relatório . Tentei baixar relatório e integração travar dois vez . o notificação chegar atrasado . o suporte pedir novamente o mesmo informação ."
As notificações chegaram atrasadas. Depois da atualização API ficou mais simples. O carregamento dos relatórios demorou. Recebi erro enquanto tentava atualizar cadastro. qdo,3,Serviços,o notificação chegar atrasado . depois de o atualização API ficar mais simples . o carregamento de o relatório demorar . Recebi erro enquanto tentar atualizar cadastro . qdo
