comentario,nota,responsavel
Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. qdo,7,Produto
"O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. Consegui atualizar cadastro, mas depois apareceu erro em login.",9,Geral
O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. Depois da atualização chat ficou mais simples. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava integrar sistema. O suporte pediu novamente as mesmas informações.,5,Suporte
Normal.,6,Produto
O atendimento resolveu rápido a solicitação. Depois da atualização API ficou mais simples. O carregamento dos relatórios demorou.,4,Produto
O atendimento resolveu rápido a solicitação. Tentei acompanhar pagamento e onboarding travou duas vezes. As notificações chegaram atrasadas.,0,Serviços
Mais ou menos.,8,Pós-venda
"O carregamento dos relatórios demorou. Consegui baixar relatório, mas depois apareceu erro em login. Precisei repetir algumas etapas para concluir. integração demorou para responder. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava baixar relatório.",8,Pós-venda
Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações.,3,Serviços
"O suporte pediu novamente as mesmas informações. Tentei fazer transferência e usabilidade travou duas vezes. Consegui fazer transferência, mas depois apareceu erro em dashboard. Recebi erro enquanto tentava fazer transferência. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir.",3,Suporte
"Consegui integrar sistema, mas depois apareceu erro em login. Depois da atualização integração ficou mais simples. platafroma",1,Produto
"Tentei atualizar cadastro e chat travou duas vezes. As notificações chegaram atrasadas. Recebi erro enquanto tentava atualizar cadastro. O atendimento resolveu rápido a solicitação. Consegui atualizar cadastro, mas depois apareceu erro em limite. Depois da atualização chat ficou mais simples.",8,Suporte
"O suporte pediu novamente as mesmas informações. Depois da atualização pagamentos ficou mais simples. pagamentos demorou para responder. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. Consegui consultar limite, mas depois apareceu erro em integração.",7,Serviços
O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação.,4,Pós-venda
"extrato demorou para responder. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava baixar relatório. As notificações chegaram atrasadas. Consegui baixar relatório, mas depois apareceu erro em relatórios.",2,Pós-venda
"Recebi erro enquanto tentava fazer transferência. Consegui fazer transferência, mas depois apareceu erro em relatórios. O carregamento dos relatórios demorou. atendimnto naum",7,Suporte
"chat demorou para responder. Consegui fazer transferência, mas depois apareceu erro em notificações. As notificações chegaram atrasadas. Depois da atualização chat ficou mais simples. demoro",10,Produto
"Consegui consultar limite, mas depois apareceu erro em cadastro. O suporte pediu novamente as mesmas informações. Depois da atualização limite ficou mais simples. As notificações chegaram atrasadas.",5,Serviços
"O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. Depois da atualização extrato ficou mais simples. Consegui integrar sistema, mas depois apareceu erro em onboarding. qdo sitema",4,Produto
"Consegui consultar saldo, mas depois apareceu erro em pagamentos. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou.",2,Produto
Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. Depois da atualização extrato ficou mais simples.,6,Suporte
As notificações chegaram atrasadas. Depois da atualização performance ficou mais simples. demoro sitema qdo,3,Suporte
Recebi erro enquanto tentava baixar relatório. Depois da atualização relatórios ficou mais simples. relatórios demorou para responder. O atendimento resolveu rápido a solicitação. sitema msg travano,10,Suporte
Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. Depois da atualização dashboard ficou mais simples.,9,Serviços
"Depois da atualização integração ficou mais simples. Consegui integrar sistema, mas depois apareceu erro em dashboard. integração demorou para responder. Precisei repetir algumas etapas para concluir.",0,Suporte
"Tentei atualizar cadastro e performance travou duas vezes. performance demorou para responder. Recebi erro enquanto tentava atualizar cadastro. O atendimento resolveu rápido a solicitação. Consegui atualizar cadastro, mas depois apareceu erro em pagamentos. As notificações chegaram atrasadas. qdo naum",5,Produto
O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. Depois da atualização chat ficou mais simples. chat demorou para responder. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas.,8,Suporte
Mais ou menos.,9,Serviços
"Depois da atualização relatórios ficou mais simples. Consegui emitir boleto, mas depois apareceu erro em onboarding. Recebi erro enquanto tentava emitir boleto. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou.",8,Geral
"O carregamento dos relatórios demorou. As notificações chegaram atrasadas. Tentei integrar sistema e dashboard travou duas vezes. Consegui integrar sistema, mas depois apareceu erro em API. O suporte pediu novamente as mesmas informações. sitema qdo travano",2,Produto
"Depois da atualização onboarding ficou mais simples. Consegui integrar sistema, mas depois apareceu erro em notificações. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava integrar sistema. probelma",6,Suporte
Ok.,1,Suporte
"Consegui integrar sistema, mas depois apareceu erro em extrato. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. probelma bugou",8,Serviços
"Tentei emitir boleto e usabilidade travou duas vezes. Depois da atualização usabilidade ficou mais simples. Consegui emitir boleto, mas depois apareceu erro em limite. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir.",0,Serviços
chat demorou para responder. O carregamento dos relatórios demorou.,3,Produto
O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. Recebi erro enquanto tentava baixar relatório. Depois da atualização notificações ficou mais simples. Tentei baixar relatório e notificações travou duas vezes.,1,Serviços
As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava consultar saldo. limite demorou para responder. O carregamento dos relatórios demorou.,4,Produto
As notificações chegaram atrasadas. Depois da atualização cadastro ficou mais simples. bugou travano,6,Geral
O carregamento dos relatórios demorou. notificações demorou para responder. Precisei repetir algumas etapas para concluir.,0,Geral
"Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. notificações demorou para responder. Consegui atualizar cadastro, mas depois apareceu erro em onboarding. msg travano bugou",0,Serviços
As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. Depois da atualização login ficou mais simples. atendimnto,1,Produto
Sem comentários.,7,Suporte
Recebi erro enquanto tentava fazer transferência. Tentei fazer transferência e integração travou duas vezes. O atendimento resolveu rápido a solicitação.,0,Geral
"Depois da atualização limite ficou mais simples. limite demorou para responder. Tentei consultar limite e limite travou duas vezes. O carregamento dos relatórios demorou. Consegui consultar limite, mas depois apareceu erro em usabilidade. O atendimento resolveu rápido a solicitação.",1,Suporte
"Depois da atualização extrato ficou mais simples. Consegui emitir boleto, mas depois apareceu erro em chat. extrato demorou para responder. Recebi erro enquanto tentava emitir boleto. O suporte pediu novamente as mesmas informações. probelma",5,Suporte
"Consegui emitir boleto, mas depois apareceu erro em chat. O suporte pediu novamente as mesmas informações. pagamentos demorou para responder.",1,Serviços
O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir.,7,Suporte
integração demorou para responder. Tentei consultar saldo e integração travou duas vezes. Precisei repetir algumas etapas para concluir.,0,Produto
"O atendimento resolveu rápido a solicitação. Consegui baixar relatório, mas depois apareceu erro em login. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. Recebi erro enquanto tentava baixar relatório.",3,Geral
pagamentos demorou para responder. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas.,7,Suporte
"O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava integrar sistema. O atendimento resolveu rápido a solicitação. Consegui integrar sistema, mas depois apareceu erro em onboarding. Depois da atualização cadastro ficou mais simples. Tentei integrar sistema e cadastro travou duas vezes.",7,Serviços
