comentario,nota,responsavel
suport ped nov mesm informaco precis repet algum etap conclu atualizaca dashboard fic simpl receb erro enquant tent faz transferenc msg,9,Suporte
carreg relatori demor consegu integr aparec erro limit ploblem bug qdo,2,Serviços
receb erro enquant tent acompanh pagament precis repet algum etap conclu atualizaca login fic simpl tent acompanh pagament login trav duas vez,5,Serviços
notificaco cheg atras suport ped nov mesm informaco demor atendimnt,5,Suporte
tent atualiz cadastr extrat trav duas vez extrat demor respond atend resolv rap solicitaca precis repet algum etap conclu carreg relatori demor receb erro enquant tent atualiz cadastr,6,Produto
notificaco cheg atras tent integr extrat trav duas vez extrat demor respond vcs bug probelm,9,Suporte
tent emit bolet performanc trav duas vez atualizaca performanc fic simpl carreg relatori demor performanc demor respond notificaco cheg atras receb erro enquant tent emit bolet,9,Produto
atualizaca integraca fic simpl atend resolv rap solicitaca receb erro enquant tent integr,3,Suporte
atualizaca extrat fic simpl consegu emit bolet aparec erro relatori precis repet algum etap conclu notificaco cheg atras,6,Produto
notificaco demor respond suport ped nov mesm informaco carreg relatori demor precis repet algum etap conclu notificaco cheg atras tent consult limit notificaco trav duas vez naum msg,2,Produto
notificaco demor respond receb erro enquant tent baix relatori,10,Produto
tent consult sald api trav duas vez api demor respond receb erro enquant tent consult sald atualizaca api fic simpl suport ped nov mesm informaco,7,Serviços
receb erro enquant tent acompanh pagament atend resolv rap solicitaca carreg relatori demor suport ped nov mesm informaco,6,Geral
atualizaca performanc fic simpl performanc demor respond carreg relatori demor atend resolv rap solicitaca,6,Pós-venda
limit demor respond carreg relatori demor suport ped nov mesm informaco notificaco cheg atras tent integr limit trav duas vez atendimnt qdo,5,Serviços
notificaco cheg atras atend resolv rap solicitaca onboarding demor respond receb erro enquant tent atualiz cadastr bug probelm sitem,8,Produto
extrat demor respond receb erro enquant tent integr suport ped nov mesm informaco precis repet algum etap conclu,9,Produto
suport ped nov mesm informaco usabil demor respond receb erro enquant tent emit bolet msg qdo demor,2,Suporte
atend resolv rap solicitaca consegu baix relatori aparec erro login sitem platafrom naum,8,Geral
notificaco cheg atras atualizaca dashboard fic simpl suport ped nov mesm informaco tent emit bolet dashboard trav duas vez receb erro enquant tent emit bolet,7,Suporte
atend resolv rap solicitaca integraca demor respond,1,Serviços
tent emit bolet cadastr trav duas vez notificaco cheg atras receb erro enquant tent emit bolet atend resolv rap solicitaca,10,Suporte
consegu consult sald aparec erro cadastr usabil demor respond,8,Suporte
pagament demor respond atualizaca pagament fic simpl suport ped nov mesm informaco receb erro enquant tent faz transferenc notificaco cheg atras,3,Geral
receb erro enquant tent consult sald atualizaca performanc fic simpl consegu consult sald aparec erro notificaco atend resolv rap solicitaca precis repet algum etap conclu ploblem demor sitem,8,Suporte
consegu faz transferenc aparec erro relatori suport ped nov mesm informaco atualizaca limit fic simpl precis repet algum etap conclu,3,Serviços
suport ped nov mesm informaco notificaco cheg atras,5,Produto
atend resolv rap solicitaca notificaco cheg atras,10,Produto
tent consult limit onboarding trav duas vez suport ped nov mesm informaco carreg relatori demor,7,Serviços
suport ped nov mesm informaco tent consult limit integraca trav duas vez precis repet algum etap conclu consegu consult limit aparec erro limit atend resolv rap solicitaca qdo ploblem platafrom,5,Suporte
precis repet algum etap conclu atend resolv rap solicitaca relatori demor respond suport ped nov mesm informaco notificaco cheg atras tent emit bolet relatori trav duas vez,9,Produto
suport ped nov mesm informaco api demor respond atend resolv rap solicitaca naum,5,Produto
carta virtual demor respond suport ped nov mesm informaco travan,8,Serviços
receb erro enquant tent atualiz cadastr precis repet algum etap conclu,6,Geral
tent consult limit integraca trav duas vez suport ped nov mesm informaco carreg relatori demor consegu consult limit aparec erro extrat receb erro enquant tent consult limit precis repet algum etap conclu demor platafrom sitem,9,Suporte
suport ped nov mesm informaco carreg relatori demor consegu atualiz cadastr aparec erro relatori atualizaca carta virtual fic simpl tent atualiz cadastr carta virtual trav duas vez,1,Suporte
precis repet algum etap conclu tent baix relatori performanc trav duas vez notificaco cheg atras,5,Serviços
receb erro enquant tent integr precis repet algum etap conclu cadastr demor respond demor probelm,7,Produto
atualizaca limit fic simpl suport ped nov mesm informaco,6,Suporte
atualizaca integraca fic simpl atend resolv rap solicitaca consegu baix relatori aparec erro relatori integraca demor respond precis repet algum etap conclu carreg relatori demor,4,Geral
carta virtual demor respond tent emit bolet carta virtual trav duas vez precis repet algum etap conclu suport ped nov mesm informaco atend resolv rap solicitaca platafrom,1,Geral
tent consult limit limit trav duas vez suport ped nov mesm informaco receb erro enquant tent consult limit consegu consult limit aparec erro api limit demor respond,10,Produto
suport ped nov mesm informaco carreg relatori demor consegu faz transferenc aparec erro extrat,4,Geral
atend resolv rap solicitaca pagament demor respond carreg relatori demor,5,Pós-venda
tent baix relatori api trav duas vez suport ped nov mesm informaco,0,Geral
atualizaca extrat fic simpl extrat demor respond receb erro enquant tent consult sald carreg relatori demor atend resolv rap solicitaca suport ped nov mesm informaco,1,Suporte
suport ped nov mesm informaco atend resolv rap solicitaca notificaco cheg atras pagament demor respond precis repet algum etap conclu carreg relatori demor,0,Produto
suport ped nov mesm informaco receb erro enquant tent atualiz cadastr performanc demor respond,9,Suporte
atualizaca integraca fic simpl consegu atualiz cadastr aparec erro onboarding integraca demor respond tent atualiz cadastr integraca trav duas vez receb erro enquant tent atualiz cadastr atend resolv rap solicitaca msg bug travan,6,Serviços
atualizaca usabil fic simpl notificaco cheg atras precis repet algum etap conclu usabil demor respond carreg relatori demor suport ped nov mesm informaco,0,Produto
suport ped nov mesm informaco carreg relatori demor atend resolv rap solicitaca precis repet algum etap conclu probelm msg ploblem,6,Suporte
carreg relatori demor notificaco cheg atras,6,Serviços
consegu integr aparec erro cadastr carreg relatori demor precis repet algum etap conclu atualizaca integraca fic simpl integraca demor respond qdo probelm platafrom,5,Suporte
suport ped nov mesm informaco atualizaca relatori fic simpl bug ploblem travan,5,Produto
atualizaca onboarding fic simpl precis repet algum etap conclu onboarding demor respond consegu baix relatori aparec erro performanc atend resolv rap solicitaca suport ped nov mesm informaco,9,Serviços
receb erro enquant tent faz transferenc notificaco cheg atras precis repet algum etap conclu bug qdo atendimnt,0,Suporte
atend resolv rap solicitaca onboarding demor respond precis repet algum etap conclu suport ped nov mesm informaco sitem bug qdo,8,Suporte
tent faz transferenc pagament trav duas vez suport ped nov mesm informaco consegu faz transferenc aparec erro dashboard atend resolv rap solicitaca carreg relatori demor,8,Suporte
atualizaca relatori fic simpl receb erro enquant tent emit bolet precis repet algum etap conclu tent emit bolet relatori trav duas vez msg,0,Serviços
consegu faz transferenc aparec erro login atend resolv rap solicitaca,2,Serviços
suport ped nov mesm informaco tent acompanh pagament cadastr trav duas vez notificaco cheg atras,3,Geral
consegu acompanh pagament aparec erro notificaco carta virtual demor respond suport ped nov mesm informaco carreg relatori demor,2,Suporte
tent baix relatori extrat trav duas vez notificaco cheg atras extrat demor respond,7,Suporte
atend resolv rap solicitaca carreg relatori demor suport ped nov mesm informaco ploblem,6,Suporte
precis repet algum etap conclu notificaco cheg atras tent integr api trav duas vez api demor respond,10,Produto
limit demor respond atend resolv rap solicitaca naum msg,0,Serviços
atualizaca limit fic simpl consegu consult limit aparec erro chat suport ped nov mesm informaco atend resolv rap solicitaca limit demor respond,7,Serviços
notificaco cheg atras suport ped nov mesm informaco precis repet algum etap conclu carreg relatori demor tent emit bolet usabil trav duas vez ploblem,6,Produto
atend resolv rap solicitaca tent faz transferenc chat trav duas vez receb erro enquant tent faz transferenc atendimnt,8,Geral
suport ped nov mesm informaco precis repet algum etap conclu receb erro enquant tent acompanh pagament sitem,2,Produto
atualizaca relatori fic simpl relatori demor respond naum travan,3,Suporte
receb erro enquant tent baix relatori notificaco cheg atras cadastr demor respond sitem,3,Produto
notificaco cheg atras carreg relatori demor receb erro enquant tent consult limit performanc demor respond consegu consult limit aparec erro onboarding suport ped nov mesm informaco msg probelm atendimnt,4,Serviços
consegu consult limit aparec erro usabil chat demor respond,8,Produto
extrat demor respond suport ped nov mesm informaco carreg relatori demor consegu faz transferenc aparec erro carta virtual atend resolv rap solicitaca,4,Suporte
receb erro enquant tent emit bolet atend resolv rap solicitaca precis repet algum etap conclu carreg relatori demor consegu emit bolet aparec erro cadastr,6,Suporte
atualizaca relatori fic simpl notificaco cheg atras,5,Suporte
atend resolv rap solicitaca atualizaca cadastr fic simpl precis repet algum etap conclu notificaco cheg atras suport ped nov mesm informaco cadastr demor respond sitem,6,Suporte
precis repet algum etap conclu suport ped nov mesm informaco consegu consult sald aparec erro api carreg relatori demor,6,Produto
atualizaca limit fic simpl precis repet algum etap conclu travan atendimnt ploblem,7,Serviços
suport ped nov mesm informaco atend resolv rap solicitaca notificaco cheg atras ploblem travan,10,Produto
login demor respond receb erro enquant tent consult limit carreg relatori demor travan,1,Suporte
precis repet algum etap conclu atualizaca limit fic simpl tent acompanh pagament limit trav duas vez carreg relatori demor limit demor respond atend resolv rap solicitaca bug travan vcs,4,Produto
notificaco cheg atras tent atualiz cadastr cadastr trav duas vez cadastr demor respond atend resolv rap solicitaca atualizaca cadastr fic simpl,1,Produto
suport ped nov mesm informaco precis repet algum etap conclu consegu acompanh pagament aparec erro dashboard atend resolv rap solicitaca tent acompanh pagament carta virtual trav duas vez carta virtual demor respond,1,Serviços
carreg relatori demor tent faz transferenc performanc trav duas vez notificaco cheg atras receb erro enquant tent faz transferenc,6,Suporte
suport ped nov mesm informaco atualizaca integraca fic simpl atend resolv rap solicitaca tent faz transferenc integraca trav duas vez bug,6,Suporte
notificaco cheg atras atend resolv rap solicitaca precis repet algum etap conclu consegu baix relatori aparec erro usabil suport ped nov mesm informaco tent baix relatori performanc trav duas vez atendimnt platafrom,1,Produto
